speciesName,year,month,monthlyIndex,sightings
Artibeus phaeotis,2023,8,523,3
Artibeus phaeotis,2023,9,524,1
Artibeus phaeotis,2023,11,526,2
Artibeus phaeotis,2023,12,527,2
Artibeus phaeotis,2024,1,528,2
Artibeus phaeotis,2024,2,529,5
Artibeus phaeotis,2024,3,530,16
Artibeus phaeotis,2024,4,531,1
Artibeus phaeotis,2024,6,533,1
Artibeus phaeotis,2024,7,534,1
Artibeus phaeotis,2024,9,536,1
Artibeus phaeotis,2024,10,537,1
Artibeus phaeotis,2024,12,539,4
Artibeus amplus Handley,1993,2,157,1
Artibeus amplus Handley,2007,4,327,2
Artibeus amplus Handley,2007,5,328,2
Artibeus amplus Handley,2007,8,331,1
Artibeus amplus Handley,2007,11,334,1
Artibeus amplus Handley,2008,1,336,5
Artibeus amplus Handley,2009,4,351,1
Artibeus amplus Handley,2009,7,354,1
Artibeus amplus Handley,2019,9,476,1
Artibeus amplus Handley,2020,7,486,4
Artibeus amplus Handley,2020,10,489,2
Artibeus amplus Handley,2020,11,490,1
Artibeus amplus Handley,2020,12,491,1
Artibeus amplus Handley,2021,7,498,1
Artibeus amplus Handley,2022,3,506,2
Artibeus amplus Handley,2023,3,518,2
Artibeus amplus Handley,2023,9,524,3
Artibeus lituratus,2002,3,266,7
Artibeus lituratus,2002,4,267,18
Artibeus lituratus,2002,5,268,17
Artibeus lituratus,2002,6,269,10
Artibeus lituratus,2003,2,277,1
Artibeus lituratus,2003,3,278,3
Artibeus lituratus,2003,4,279,18
Artibeus lituratus,2003,5,280,20
Artibeus lituratus,2003,8,283,43
Artibeus lituratus,2003,10,285,2
Artibeus lituratus,2003,11,286,2
Artibeus lituratus,2004,3,290,5
Artibeus lituratus,2004,5,292,4
Artibeus lituratus,2004,6,293,11
Artibeus lituratus,2004,7,294,56
Artibeus lituratus,2004,8,295,11
Artibeus lituratus,2004,9,296,2
Artibeus lituratus,2004,10,297,5
Artibeus lituratus,2004,12,299,4
Artibeus lituratus,2005,5,304,13
Artibeus lituratus,2005,6,305,4
Artibeus lituratus,2005,7,306,1
Artibeus lituratus,2005,8,307,6
Artibeus lituratus,2005,9,308,3
Artibeus lituratus,2005,10,309,2
Artibeus lituratus,2013,1,396,107
Artibeus lituratus,2013,2,397,47
Artibeus lituratus,2013,3,398,2
Artibeus lituratus,2013,4,399,144
Artibeus lituratus,2017,1,444,4
Artibeus lituratus,2017,2,445,8
Artibeus lituratus,2017,3,446,4
Artibeus lituratus,2017,4,447,9
Artibeus lituratus,2018,1,456,2
Artibeus lituratus,2018,2,457,13
Artibeus lituratus,2018,3,458,11
Artibeus lituratus,2018,4,459,39
Artibeus lituratus,2018,5,460,76
Artibeus lituratus,2018,6,461,23
Artibeus lituratus,2018,7,462,8
Artibeus lituratus,2018,8,463,12
Artibeus lituratus,2018,9,464,6
Artibeus lituratus,2018,10,465,8
Artibeus lituratus,2018,11,466,7
Artibeus lituratus,2018,12,467,1
Artibeus lituratus,2019,12,479,2
Artibeus lituratus,2021,7,498,100
Artibeus lituratus,2021,8,499,141
Artibeus lituratus,2021,9,500,22
Artibeus lituratus,2021,10,501,31
Artibeus lituratus,2021,11,502,5
Artibeus lituratus,2022,3,506,54
Artibeus lituratus,2022,4,507,93
Artibeus lituratus,2022,5,508,16
Artibeus lituratus,2022,6,509,17
Artibeus lituratus,2022,7,510,14
Artibeus lituratus,2022,8,511,12
Artibeus lituratus,2022,9,512,55
Artibeus lituratus,2022,10,513,17
Artibeus lituratus,2023,1,516,39
Artibeus lituratus,2023,2,517,78
Artibeus lituratus,2023,3,518,57
Artibeus lituratus,2024,1,528,5
Artibeus lituratus,2024,2,529,13
Artibeus lituratus,2024,3,530,21
Artibeus lituratus,2024,4,531,9
Artibeus lituratus,2024,5,532,17
Artibeus lituratus,2024,6,533,8
Artibeus lituratus,2024,7,534,13
Artibeus lituratus,2024,8,535,10
Artibeus lituratus,2024,9,536,5
Artibeus lituratus,2024,10,537,8
Artibeus lituratus,2024,11,538,8
Artibeus lituratus,2024,12,539,7
Artibeus planirostris,1992,7,150,1
Artibeus planirostris,1994,7,174,1
Artibeus planirostris,1995,5,184,1
Artibeus planirostris,1998,4,219,1
Artibeus planirostris,2001,9,260,2
Artibeus planirostris,2005,10,309,1
Artibeus planirostris,2005,11,310,1
Artibeus planirostris,2006,6,317,1
Artibeus planirostris,2006,10,321,1
Artibeus planirostris,2006,11,322,1
Artibeus planirostris,2007,1,324,1
Artibeus planirostris,2008,5,340,1
Artibeus planirostris,2009,1,348,11
Artibeus planirostris,2009,2,349,1
Artibeus planirostris,2009,4,351,1
Artibeus planirostris,2009,5,352,9
Artibeus planirostris,2009,9,356,1
Artibeus planirostris,2009,10,357,1
Artibeus planirostris,2009,11,358,2
Artibeus planirostris,2010,3,362,28
Artibeus planirostris,2010,8,367,1
Artibeus planirostris,2010,10,369,1
Artibeus planirostris,2010,12,371,1
Artibeus planirostris,2011,3,374,8
Artibeus planirostris,2011,5,376,1
Artibeus planirostris,2011,9,380,2
Artibeus planirostris,2011,10,381,1
Artibeus planirostris,2012,1,384,2
Artibeus planirostris,2012,7,390,3
Artibeus planirostris,2012,10,393,1
Artibeus planirostris,2013,3,398,1
Artibeus planirostris,2013,5,400,5
Artibeus planirostris,2013,7,402,1
Artibeus planirostris,2013,9,404,1
Artibeus planirostris,2013,10,405,1
Artibeus planirostris,2013,12,407,31
Artibeus planirostris,2014,6,413,21
Artibeus planirostris,2014,7,414,15
Artibeus planirostris,2014,11,418,2
Artibeus planirostris,2014,12,419,53
Artibeus planirostris,2022,2,505,6
Artibeus planirostris,2022,3,506,54
Artibeus planirostris,2022,4,507,18
Artibeus planirostris,2023,1,516,3
Artibeus planirostris,2023,2,517,12
Artibeus planirostris,2023,3,518,6
Artibeus planirostris,2023,4,519,1
Artibeus planirostris,2023,5,520,13
Artibeus planirostris,2023,6,521,27
Artibeus planirostris,2023,7,522,12
Artibeus planirostris,2023,8,523,54
Artibeus planirostris,2023,9,524,6
Artibeus planirostris,2023,10,525,3
Artibeus planirostris,2023,11,526,6
Artibeus planirostris,2023,12,527,6
Artibeus planirostris,2024,1,528,9
Artibeus planirostris,2024,2,529,20
Artibeus planirostris,2024,3,530,10
Artibeus planirostris,2024,4,531,3
Artibeus planirostris,2024,5,532,1
Artibeus planirostris,2024,6,533,6
Artibeus planirostris,2024,7,534,2
Artibeus planirostris,2024,8,535,9
Artibeus planirostris,2024,9,536,4
Artibeus planirostris,2024,10,537,5
Artibeus planirostris,2024,11,538,1
Artibeus planirostris,2024,12,539,3
Artibeus jamaicensis Leach,1999,1,228,5
Artibeus jamaicensis Leach,1999,3,230,67
Artibeus jamaicensis Leach,1999,4,231,24
Artibeus jamaicensis Leach,1999,5,232,3
Artibeus jamaicensis Leach,1999,6,233,5
Artibeus jamaicensis Leach,1999,7,234,34
Artibeus jamaicensis Leach,1999,8,235,4
Artibeus jamaicensis Leach,1999,10,237,8
Artibeus jamaicensis Leach,2000,3,242,1
Artibeus jamaicensis Leach,2000,4,243,1
Artibeus jamaicensis Leach,2000,6,245,100
Artibeus jamaicensis Leach,2000,7,246,13
Artibeus jamaicensis Leach,2000,9,248,1
Artibeus jamaicensis Leach,2000,10,249,2
Artibeus jamaicensis Leach,2000,11,250,12
Artibeus jamaicensis Leach,2000,12,251,1
Artibeus jamaicensis Leach,2001,9,260,1
Artibeus jamaicensis Leach,2001,10,261,1
Artibeus jamaicensis Leach,2002,10,273,5
Artibeus jamaicensis Leach,2002,11,274,12
Artibeus jamaicensis Leach,2007,1,324,1
Artibeus jamaicensis Leach,2007,2,325,3
Artibeus jamaicensis Leach,2007,3,326,1
Artibeus jamaicensis Leach,2007,5,328,3
Artibeus jamaicensis Leach,2007,8,331,6
Artibeus jamaicensis Leach,2007,9,332,1
Artibeus jamaicensis Leach,2007,10,333,1
Artibeus jamaicensis Leach,2007,11,334,2
Artibeus jamaicensis Leach,2008,1,336,2
Artibeus jamaicensis Leach,2008,2,337,1
Artibeus jamaicensis Leach,2008,4,339,1
Artibeus jamaicensis Leach,2008,5,340,1
Artibeus jamaicensis Leach,2008,10,345,1
Artibeus jamaicensis Leach,2008,11,346,1
Artibeus jamaicensis Leach,2008,12,347,4
Artibeus jamaicensis Leach,2009,2,349,3
Artibeus jamaicensis Leach,2009,3,350,1
Artibeus jamaicensis Leach,2009,5,352,3
Artibeus jamaicensis Leach,2009,7,354,1
Artibeus jamaicensis Leach,2009,9,356,1
Artibeus jamaicensis Leach,2009,11,358,1
Artibeus jamaicensis Leach,2009,12,359,1
Artibeus jamaicensis Leach,2010,2,361,1
Artibeus jamaicensis Leach,2010,3,362,1
Artibeus jamaicensis Leach,2010,5,364,1
Artibeus jamaicensis Leach,2010,6,365,2
Artibeus jamaicensis Leach,2010,9,368,4
Artibeus jamaicensis Leach,2010,10,369,2
Artibeus jamaicensis Leach,2010,11,370,1
Artibeus jamaicensis Leach,2011,1,372,2
Artibeus jamaicensis Leach,2011,3,374,2
Artibeus jamaicensis Leach,2011,4,375,1
Artibeus jamaicensis Leach,2011,5,376,1
Artibeus jamaicensis Leach,2011,6,377,2
Artibeus jamaicensis Leach,2011,7,378,4
Artibeus jamaicensis Leach,2011,9,380,5
Artibeus jamaicensis Leach,2011,10,381,2
Artibeus jamaicensis Leach,2011,11,382,1
Artibeus jamaicensis Leach,2012,1,384,3
Artibeus jamaicensis Leach,2012,2,385,1
Artibeus jamaicensis Leach,2012,3,386,1
Artibeus jamaicensis Leach,2012,4,387,3
Artibeus jamaicensis Leach,2012,5,388,2
Artibeus jamaicensis Leach,2012,6,389,1
Artibeus jamaicensis Leach,2012,7,390,3
Artibeus jamaicensis Leach,2012,9,392,5
Artibeus jamaicensis Leach,2012,11,394,3
Artibeus jamaicensis Leach,2012,12,395,4
Artibeus jamaicensis Leach,2013,1,396,11
Artibeus jamaicensis Leach,2013,2,397,11
Artibeus jamaicensis Leach,2013,3,398,5
Artibeus jamaicensis Leach,2013,4,399,16
Artibeus jamaicensis Leach,2013,5,400,4
Artibeus jamaicensis Leach,2013,6,401,2
Artibeus jamaicensis Leach,2013,7,402,5
Artibeus jamaicensis Leach,2013,8,403,3
Artibeus jamaicensis Leach,2013,9,404,5
Artibeus jamaicensis Leach,2013,10,405,8
Artibeus jamaicensis Leach,2013,11,406,4
Artibeus jamaicensis Leach,2019,1,468,6
Artibeus jamaicensis Leach,2019,2,469,6
Artibeus jamaicensis Leach,2019,3,470,19
Artibeus jamaicensis Leach,2019,4,471,6
Artibeus jamaicensis Leach,2019,5,472,22
Artibeus jamaicensis Leach,2019,6,473,2
Artibeus jamaicensis Leach,2019,7,474,22
Artibeus jamaicensis Leach,2020,1,480,13
Artibeus jamaicensis Leach,2020,2,481,3
Artibeus jamaicensis Leach,2020,3,482,13
Artibeus jamaicensis Leach,2020,4,483,6
Artibeus jamaicensis Leach,2020,5,484,5
Artibeus jamaicensis Leach,2020,6,485,1
Artibeus jamaicensis Leach,2020,7,486,6
Artibeus jamaicensis Leach,2020,8,487,2
Artibeus jamaicensis Leach,2020,9,488,5
Artibeus jamaicensis Leach,2020,10,489,21
Artibeus jamaicensis Leach,2020,11,490,16
Artibeus jamaicensis Leach,2020,12,491,10
Artibeus jamaicensis Leach,2021,9,500,57
Artibeus jamaicensis Leach,2021,10,501,19
Artibeus jamaicensis Leach,2021,11,502,18
Artibeus jamaicensis Leach,2021,12,503,11
Artibeus jamaicensis Leach,2023,1,516,28
Artibeus jamaicensis Leach,2023,2,517,15
Artibeus jamaicensis Leach,2023,3,518,42
Artibeus jamaicensis Leach,2023,4,519,24
Artibeus jamaicensis Leach,2024,1,528,26
Artibeus jamaicensis Leach,2024,2,529,22
Artibeus jamaicensis Leach,2024,3,530,17
Artibeus jamaicensis Leach,2024,4,531,26
Artibeus jamaicensis Leach,2024,5,532,25
Artibeus jamaicensis Leach,2024,6,533,9
Artibeus jamaicensis Leach,2024,7,534,10
Artibeus jamaicensis Leach,2024,8,535,6
Artibeus jamaicensis Leach,2024,9,536,15
Artibeus jamaicensis Leach,2024,10,537,11
Artibeus jamaicensis Leach,2024,11,538,11
Artibeus jamaicensis Leach,2024,12,539,13
Artibeus anderseni Osgood,1992,5,148,2
Artibeus anderseni Osgood,2013,5,400,1
Artibeus anderseni Osgood,2013,9,404,3
Artibeus anderseni Osgood,2013,10,405,1
Artibeus anderseni Osgood,2014,4,411,1
Artibeus anderseni Osgood,2016,3,434,2
Artibeus anderseni Osgood,2016,4,435,4
Artibeus anderseni Osgood,2016,5,436,4
Artibeus anderseni Osgood,2016,6,437,8
Artibeus anderseni Osgood,2016,7,438,3
Artibeus anderseni Osgood,2016,8,439,5
Artibeus anderseni Osgood,2016,9,440,5
Artibeus anderseni Osgood,2016,10,441,3
Artibeus anderseni Osgood,2016,11,442,2
Artibeus anderseni Osgood,2017,6,449,4
Artibeus anderseni Osgood,2018,3,458,2
Artibeus anderseni Osgood,2018,4,459,7
Artibeus anderseni Osgood,2018,5,460,1
Artibeus anderseni Osgood,2018,6,461,7
Artibeus anderseni Osgood,2018,7,462,7
Artibeus anderseni Osgood,2018,8,463,2
Artibeus anderseni Osgood,2018,9,464,4
Artibeus anderseni Osgood,2018,10,465,6
Artibeus anderseni Osgood,2018,11,466,7
Artibeus anderseni Osgood,2018,12,467,2
Artibeus anderseni Osgood,2019,4,471,7
Artibeus anderseni Osgood,2020,12,491,1
Artibeus anderseni Osgood,2021,3,494,3
Artibeus anderseni Osgood,2021,7,498,11
Artibeus anderseni Osgood,2021,8,499,4
Artibeus anderseni Osgood,2021,11,502,4
Artibeus anderseni Osgood,2022,3,506,6
Artibeus anderseni Osgood,2022,4,507,12
Artibeus anderseni Osgood,2022,6,509,5
Artibeus anderseni Osgood,2022,7,510,1
Artibeus anderseni Osgood,2022,8,511,4
Artibeus anderseni Osgood,2022,9,512,2
Artibeus anderseni Osgood,2022,12,515,1
Artibeus anderseni Osgood,2023,1,516,2
Artibeus anderseni Osgood,2023,2,517,1
Artibeus anderseni Osgood,2023,8,523,2
Artibeus anderseni Osgood,2023,9,524,1
Artibeus anderseni Osgood,2023,12,527,2
Artibeus anderseni Osgood,2024,2,529,1
Artibeus anderseni Osgood,2024,3,530,1
Artibeus anderseni Osgood,2024,6,533,2
Artibeus anderseni Osgood,2024,8,535,1
Artibeus anderseni Osgood,2024,9,536,2
Artibeus concolor Peters,1993,2,157,1
Artibeus concolor Peters,2001,9,260,1
Artibeus concolor Peters,2001,10,261,1
Artibeus concolor Peters,2007,2,325,1
Artibeus concolor Peters,2009,6,353,1
Artibeus concolor Peters,2009,8,355,1
Artibeus concolor Peters,2010,4,363,1
Artibeus concolor Peters,2010,7,366,1
Artibeus concolor Peters,2011,6,377,1
Artibeus concolor Peters,2012,9,392,1
Artibeus concolor Peters,2016,6,437,1
Artibeus concolor Peters,2017,6,449,1
Artibeus concolor Peters,2017,12,455,1
Artibeus concolor Peters,2018,3,458,2
Artibeus concolor Peters,2019,5,472,3
Artibeus concolor Peters,2019,8,475,2
Artibeus concolor Peters,2020,10,489,1
Artibeus concolor Peters,2022,4,507,1
Artibeus concolor Peters,2023,1,516,1
Artibeus concolor Peters,2023,4,519,1
Artibeus concolor Peters,2023,5,520,1
Artibeus concolor Peters,2023,11,526,1
Artibeus concolor Peters,2023,12,527,1
Artibeus concolor Peters,2024,3,530,1
Artibeus concolor Peters,2024,9,536,2
Phyllostomus hastatus,2021,1,492,1
Phyllostomus hastatus,2021,2,493,1
Phyllostomus hastatus,2021,3,494,1
Phyllostomus hastatus,2021,4,495,5
Phyllostomus hastatus,2021,6,497,2
Phyllostomus hastatus,2021,7,498,9
Phyllostomus hastatus,2022,1,504,4
Phyllostomus hastatus,2022,2,505,3
Phyllostomus hastatus,2022,3,506,78
Phyllostomus hastatus,2022,4,507,37
Phyllostomus hastatus,2022,5,508,4
Phyllostomus hastatus,2022,7,510,3
Phyllostomus hastatus,2022,8,511,3
Phyllostomus hastatus,2022,9,512,2
Phyllostomus hastatus,2022,10,513,1
Phyllostomus hastatus,2022,11,514,5
Phyllostomus hastatus,2023,1,516,6
Phyllostomus hastatus,2023,2,517,7
Phyllostomus hastatus,2023,3,518,5
Phyllostomus hastatus,2023,4,519,3
Phyllostomus hastatus,2023,5,520,6
Phyllostomus hastatus,2023,6,521,4
Phyllostomus hastatus,2023,7,522,31
Phyllostomus hastatus,2023,8,523,14
Phyllostomus hastatus,2023,9,524,6
Phyllostomus hastatus,2023,10,525,1
Phyllostomus hastatus,2023,11,526,4
Phyllostomus hastatus,2023,12,527,4
Phyllostomus hastatus,2024,1,528,2
Phyllostomus hastatus,2024,2,529,9
Phyllostomus hastatus,2024,3,530,4
Phyllostomus hastatus,2024,4,531,1
Phyllostomus hastatus,2024,5,532,2
Phyllostomus hastatus,2024,6,533,3
Phyllostomus hastatus,2024,7,534,9
Phyllostomus hastatus,2024,8,535,8
Phyllostomus hastatus,2024,9,536,2
Phyllostomus hastatus,2024,11,538,3
Phyllostomus hastatus,2024,12,539,6
Phyllostomus discolor Wagner,2019,2,469,1
Phyllostomus discolor Wagner,2019,3,470,2
Phyllostomus discolor Wagner,2020,3,482,8
Phyllostomus discolor Wagner,2020,7,486,3
Phyllostomus discolor Wagner,2020,8,487,2
Phyllostomus discolor Wagner,2020,9,488,1
Phyllostomus discolor Wagner,2020,10,489,1
Phyllostomus discolor Wagner,2020,11,490,2
Phyllostomus discolor Wagner,2020,12,491,2
Phyllostomus discolor Wagner,2021,2,493,1
Phyllostomus discolor Wagner,2021,3,494,7
Phyllostomus discolor Wagner,2021,4,495,1
Phyllostomus discolor Wagner,2021,5,496,1
Phyllostomus discolor Wagner,2021,7,498,30
Phyllostomus discolor Wagner,2021,8,499,9
Phyllostomus discolor Wagner,2021,9,500,4
Phyllostomus discolor Wagner,2021,10,501,2
Phyllostomus discolor Wagner,2021,11,502,20
Phyllostomus discolor Wagner,2022,2,505,1
Phyllostomus discolor Wagner,2022,3,506,53
Phyllostomus discolor Wagner,2022,4,507,10
Phyllostomus discolor Wagner,2022,5,508,4
Phyllostomus discolor Wagner,2022,7,510,3
Phyllostomus discolor Wagner,2022,9,512,6
Phyllostomus discolor Wagner,2022,10,513,1
Phyllostomus discolor Wagner,2022,11,514,4
Phyllostomus discolor Wagner,2022,12,515,1
Phyllostomus discolor Wagner,2023,1,516,1
Phyllostomus discolor Wagner,2023,2,517,6
Phyllostomus discolor Wagner,2023,3,518,8
Phyllostomus discolor Wagner,2023,4,519,2
Phyllostomus discolor Wagner,2023,5,520,5
Phyllostomus discolor Wagner,2023,6,521,2
Phyllostomus discolor Wagner,2023,7,522,27
Phyllostomus discolor Wagner,2023,8,523,14
Phyllostomus discolor Wagner,2023,10,525,11
Phyllostomus discolor Wagner,2023,11,526,5
Phyllostomus discolor Wagner,2023,12,527,5
Phyllostomus discolor Wagner,2024,1,528,1
Phyllostomus discolor Wagner,2024,2,529,1
Phyllostomus discolor Wagner,2024,3,530,3
Phyllostomus discolor Wagner,2024,4,531,2
Phyllostomus discolor Wagner,2024,5,532,1
Phyllostomus discolor Wagner,2024,6,533,2
Phyllostomus discolor Wagner,2024,7,534,10
Phyllostomus discolor Wagner,2024,8,535,5
Phyllostomus discolor Wagner,2024,9,536,4
Phyllostomus discolor Wagner,2024,11,538,1
Phyllostomus elongatus,1992,5,148,3
Phyllostomus elongatus,1992,6,149,2
Phyllostomus elongatus,1993,2,157,1
Phyllostomus elongatus,1994,7,174,1
Phyllostomus elongatus,1996,6,197,1
Phyllostomus elongatus,2001,9,260,3
Phyllostomus elongatus,2007,1,324,1
Phyllostomus elongatus,2007,3,326,1
Phyllostomus elongatus,2009,1,348,13
Phyllostomus elongatus,2009,5,352,5
Phyllostomus elongatus,2009,9,356,1
Phyllostomus elongatus,2009,11,358,3
Phyllostomus elongatus,2010,3,362,5
Phyllostomus elongatus,2012,11,394,1
Phyllostomus elongatus,2013,3,398,3
Phyllostomus elongatus,2014,4,411,1
Phyllostomus elongatus,2014,7,414,4
Phyllostomus elongatus,2015,1,420,3
Phyllostomus elongatus,2015,2,421,5
Phyllostomus elongatus,2015,8,427,2
Phyllostomus elongatus,2017,2,445,3
Phyllostomus elongatus,2017,6,449,1
Phyllostomus elongatus,2017,9,452,1
Phyllostomus elongatus,2017,10,453,1
Phyllostomus elongatus,2017,12,455,1
Phyllostomus elongatus,2018,2,457,4
Phyllostomus elongatus,2018,3,458,4
Phyllostomus elongatus,2018,8,463,1
Phyllostomus elongatus,2018,12,467,2
Phyllostomus elongatus,2019,1,468,1
Phyllostomus elongatus,2019,5,472,1
Phyllostomus elongatus,2019,6,473,1
Phyllostomus elongatus,2019,8,475,2
Phyllostomus elongatus,2019,9,476,1
Phyllostomus elongatus,2019,10,477,3
Phyllostomus elongatus,2020,1,480,12
Phyllostomus elongatus,2020,2,481,1
Phyllostomus elongatus,2020,3,482,2
Phyllostomus elongatus,2020,11,490,1
Phyllostomus elongatus,2021,6,497,1
Phyllostomus elongatus,2021,7,498,5
Phyllostomus elongatus,2021,8,499,7
Phyllostomus elongatus,2022,4,507,3
Phyllostomus elongatus,2022,6,509,1
Phyllostomus elongatus,2022,7,510,1
Phyllostomus elongatus,2022,8,511,4
Phyllostomus elongatus,2022,10,513,1
Phyllostomus elongatus,2022,11,514,2
Phyllostomus elongatus,2022,12,515,1
Phyllostomus elongatus,2023,2,517,4
Phyllostomus elongatus,2023,3,518,3
Phyllostomus elongatus,2023,8,523,2
Phyllostomus elongatus,2023,12,527,1
Phyllostomus elongatus,2024,2,529,2
Phyllostomus elongatus,2024,6,533,1
Phyllostomus elongatus,2024,7,534,5
Phyllostomus elongatus,2024,8,535,3
Phyllostomus elongatus,2024,9,536,3
Phyllostomus elongatus,2024,11,538,1
Phyllostomus latifolius,1993,2,157,1
Phyllostomus latifolius,2001,9,260,1
Phyllostomus latifolius,2009,11,358,1
Phyllostomus latifolius,2012,11,394,1
Phyllostomus latifolius,2015,9,428,1
Phyllostomus latifolius,2016,4,435,1
Phyllostomus latifolius,2017,6,449,1
Phyllostomus latifolius,2018,2,457,6
Phyllostomus latifolius,2018,3,458,5
Phyllostomus latifolius,2020,10,489,2
Phyllostomus latifolius,2021,3,494,3
Micronycteris schmidtorum Sanborn,1999,4,231,1
Micronycteris schmidtorum Sanborn,2001,9,260,1
Micronycteris schmidtorum Sanborn,2008,8,343,1
Micronycteris schmidtorum Sanborn,2010,11,370,1
Micronycteris schmidtorum Sanborn,2011,7,378,1
Micronycteris schmidtorum Sanborn,2012,6,389,1
Micronycteris schmidtorum Sanborn,2014,3,410,1
Micronycteris schmidtorum Sanborn,2014,4,411,3
Micronycteris schmidtorum Sanborn,2014,5,412,1
Micronycteris schmidtorum Sanborn,2014,12,419,1
Micronycteris schmidtorum Sanborn,2015,1,420,2
Micronycteris schmidtorum Sanborn,2016,4,435,5
Micronycteris schmidtorum Sanborn,2016,5,436,2
Micronycteris schmidtorum Sanborn,2018,3,458,2
Micronycteris schmidtorum Sanborn,2018,4,459,2
Micronycteris schmidtorum Sanborn,2018,6,461,1
Micronycteris schmidtorum Sanborn,2018,7,462,2
Micronycteris schmidtorum Sanborn,2018,8,463,2
Micronycteris schmidtorum Sanborn,2018,9,464,3
Micronycteris schmidtorum Sanborn,2018,10,465,1
Micronycteris schmidtorum Sanborn,2018,12,467,1
Micronycteris schmidtorum Sanborn,2019,7,474,6
Micronycteris schmidtorum Sanborn,2020,3,482,1
Micronycteris schmidtorum Sanborn,2021,3,494,10
Micronycteris schmidtorum Sanborn,2021,4,495,1
Micronycteris schmidtorum Sanborn,2021,7,498,3
Micronycteris schmidtorum Sanborn,2021,8,499,2
Micronycteris schmidtorum Sanborn,2021,9,500,3
Micronycteris schmidtorum Sanborn,2021,10,501,6
Micronycteris schmidtorum Sanborn,2021,11,502,1
Micronycteris schmidtorum Sanborn,2022,2,505,4
Micronycteris schmidtorum Sanborn,2023,6,521,1
Micronycteris schmidtorum Sanborn,2023,8,523,2
Micronycteris schmidtorum Sanborn,2023,11,526,1
Micronycteris minuta,1992,5,148,2
Micronycteris minuta,1992,7,150,1
Micronycteris minuta,1993,2,157,1
Micronycteris minuta,2003,3,278,1
Micronycteris minuta,2003,4,279,1
Micronycteris minuta,2005,11,310,1
Micronycteris minuta,2012,1,384,1
Micronycteris minuta,2013,2,397,1
Micronycteris minuta,2014,2,409,1
Micronycteris minuta,2014,4,411,1
Micronycteris minuta,2014,8,415,1
Micronycteris minuta,2015,2,421,1
Micronycteris minuta,2015,3,422,2
Micronycteris minuta,2015,4,423,2
Micronycteris minuta,2015,9,428,1
Micronycteris minuta,2016,6,437,1
Micronycteris minuta,2016,8,439,1
Micronycteris minuta,2017,9,452,1
Micronycteris minuta,2018,5,460,1
Micronycteris minuta,2018,12,467,1
Micronycteris minuta,2019,10,477,2
Micronycteris minuta,2020,8,487,2
Micronycteris minuta,2020,11,490,1
Micronycteris minuta,2020,12,491,3
Micronycteris minuta,2021,3,494,8
Micronycteris minuta,2021,4,495,11
Micronycteris minuta,2021,6,497,1
Micronycteris minuta,2022,6,509,1
Micronycteris minuta,2022,7,510,1
Micronycteris minuta,2022,9,512,1
Micronycteris minuta,2023,1,516,1
Micronycteris minuta,2023,9,524,2
Micronycteris hirsuta,2001,6,257,1
Micronycteris hirsuta,2001,10,261,1
Micronycteris hirsuta,2001,11,262,1
Micronycteris hirsuta,2011,3,374,1
Micronycteris hirsuta,2012,1,384,1
Micronycteris hirsuta,2012,8,391,1
Micronycteris hirsuta,2013,1,396,2
Micronycteris hirsuta,2013,2,397,3
Micronycteris hirsuta,2013,8,403,1
Micronycteris hirsuta,2014,2,409,1
Micronycteris hirsuta,2014,3,410,1
Micronycteris hirsuta,2015,4,423,1
Micronycteris hirsuta,2016,3,434,1
Micronycteris hirsuta,2016,4,435,1
Micronycteris hirsuta,2018,11,466,1
Micronycteris hirsuta,2019,12,479,2
Micronycteris hirsuta,2021,7,498,1
Micronycteris hirsuta,2021,8,499,1
Micronycteris hirsuta,2021,9,500,1
Micronycteris hirsuta,2021,11,502,1
Micronycteris hirsuta,2022,4,507,1
Micronycteris hirsuta,2022,10,513,1
Micronycteris hirsuta,2023,3,518,2
Micronycteris hirsuta,2023,5,520,1
Micronycteris hirsuta,2023,12,527,1
Micronycteris hirsuta,2024,3,530,1
Micronycteris hirsuta,2024,4,531,2
Micronycteris megalotis,1991,7,138,2
Micronycteris megalotis,1992,5,148,2
Micronycteris megalotis,1992,6,149,1
Micronycteris megalotis,1993,2,157,1
Micronycteris megalotis,1994,7,174,2
Micronycteris megalotis,1995,11,190,3
Micronycteris megalotis,1996,3,194,1
Micronycteris megalotis,1997,1,204,1
Micronycteris megalotis,1997,5,208,1
Micronycteris megalotis,1998,4,219,1
Micronycteris megalotis,2003,6,281,3
Micronycteris megalotis,2007,6,329,1
Micronycteris megalotis,2009,4,351,1
Micronycteris megalotis,2009,6,353,1
Micronycteris megalotis,2011,3,374,7
Micronycteris megalotis,2011,6,377,1
Micronycteris megalotis,2012,1,384,1
Micronycteris megalotis,2012,10,393,2
Micronycteris megalotis,2012,11,394,1
Micronycteris megalotis,2013,11,406,1
Micronycteris megalotis,2014,3,410,6
Micronycteris megalotis,2014,5,412,1
Micronycteris megalotis,2014,6,413,1
Micronycteris megalotis,2014,7,414,1
Micronycteris megalotis,2015,8,427,11
Micronycteris megalotis,2017,1,444,2
Micronycteris megalotis,2017,6,449,1
Micronycteris megalotis,2017,10,453,1
Micronycteris megalotis,2018,2,457,10
Micronycteris megalotis,2018,5,460,7
Micronycteris megalotis,2018,6,461,1
Micronycteris megalotis,2018,9,464,4
Micronycteris megalotis,2018,10,465,1
Micronycteris megalotis,2018,12,467,1
